candidate_id,job_id,role,location,source,stage,stage_entered_at,diversity_flag
384,1006,Data Analyst,New York,Campus,Onsite,2024-06-03,1
384,1006,Data Analyst,New York,Campus,Offer,2024-05-31,1
384,1006,Data Analyst,New York,Campus,Hired,2024-07-03,1
385,1006,SWE I,Seattle,LinkedIn,Applied,2024-07-30,0
386,1006,PM,Austin,Agency,Applied,2024-08-29,1
386,1006,PM,Austin,Agency,Phone Screen,2024-09-05,0
386,1006,PM,Austin,Agency,Hiring Manager,2024-08-31,1
386,1006,PM,Austin,Agency,Onsite,2024-09-10,0
387,1006,Designer,Austin,Agency,Applied,2024-06-23,1
388,1006,PM,Austin,Referral,Applied,2024-08-21,1
388,1006,PM,Austin,Referral,Phone Screen,2024-08-27,0
389,1006,Data Analyst,Austin,Referral,Applied,2024-08-08,0
389,1006,Data Analyst,Austin,Referral,Phone Screen,2024-08-10,1
390,1006,SWE I,Seattle,Campus,Applied,2024-08-05,1
390,1006,SWE I,Seattle,Campus,Phone Screen,2024-08-14,1
390,1006,SWE I,Seattle,Campus,Hiring Manager,2024-08-15,1
390,1006,SWE I,Seattle,Campus,Onsite,2024-08-20,0
390,1006,SWE I,Seattle,Campus,Offer,2024-09-10,0
390,1006,SWE I,Seattle,Campus,Hired,2024-08-10,1
391,1006,SWE II,Seattle,Referral,Applied,2024-05-29,0
391,1006,SWE II,Seattle,Referral,Phone Screen,2024-05-31,1
391,1006,SWE II,Seattle,Referral,Hiring Manager,2024-06-02,0
391,1006,SWE II,Seattle,Referral,Onsite,2024-06-01,0
391,1006,SWE II,Seattle,Referral,Offer,2024-06-22,0
391,1006,SWE II,Seattle,Referral,Hired,2024-07-08,0
392,1006,SWE II,Seattle,Career Site,Applied,2024-06-05,1
392,1006,SWE II,Seattle,Career Site,Phone Screen,2024-06-07,1
392,1006,SWE II,Seattle,Career Site,Hiring Manager,2024-06-11,1
393,1006,PM,New York,Campus,Applied,2024-08-07,0
393,1006,PM,New York,Campus,Phone Screen,2024-08-08,0
393,1006,PM,New York,Campus,Hiring Manager,2024-08-11,0
393,1006,PM,New York,Campus,Onsite,2024-08-19,0
393,1006,PM,New York,Campus,Offer,2024-09-12,1
394,1006,Designer,Menlo Park,Career Site,Applied,2024-06-07,0
394,1006,Designer,Menlo Park,Career Site,Phone Screen,2024-06-14,0
394,1006,Designer,Menlo Park,Career Site,Hiring Manager,2024-06-25,1
394,1006,Designer,Menlo Park,Career Site,Onsite,2024-06-13,1
394,1006,Designer,Menlo Park,Career Site,Offer,2024-07-05,1
395,1006,SWE I,Menlo Park,Agency,Applied,2024-07-08,1
396,1006,Data Analyst,Seattle,Campus,Applied,2024-06-17,0
396,1006,Data Analyst,Seattle,Campus,Phone Screen,2024-06-27,0
396,1006,Data Analyst,Seattle,Campus,Hiring Manager,2024-07-03,0
397,1006,SWE I,Remote,LinkedIn,Applied,2024-08-19,1
398,1006,Designer,Seattle,LinkedIn,Applied,2024-07-18,1
399,1006,Data Analyst,Seattle,LinkedIn,Applied,2024-07-07,1
399,1006,Data Analyst,Seattle,LinkedIn,Phone Screen,2024-07-12,0
400,1006,SWE I,Seattle,Campus,Applied,2024-08-01,0
400,1006,SWE I,Seattle,Campus,Phone Screen,2024-08-03,1
401,1006,Designer,Menlo Park,Career Site,Applied,2024-08-19,0
401,1006,Designer,Menlo Park,Career Site,Phone Screen,2024-08-20,0
401,1006,Designer,Menlo Park,Career Site,Hiring Manager,2024-08-25,1
401,1006,Designer,Menlo Park,Career Site,Onsite,2024-09-06,0
401,1006,Designer,Menlo Park,Career Site,Offer,2024-09-12,1
402,1006,Data Analyst,Menlo Park,Referral,Applied,2024-07-29,0
402,1006,Data Analyst,Menlo Park,Referral,Phone Screen,2024-08-01,0
403,1006,SWE I,Remote,Campus,Applied,2024-05-16,1
403,1006,SWE I,Remote,Campus,Phone Screen,2024-05-25,0
403,1006,SWE I,Remote,Campus,Hiring Manager,2024-05-18,0
403,1006,SWE I,Remote,Campus,Onsite,2024-06-03,0
404,1006,PM,Seattle,Career Site,Applied,2024-06-02,0
404,1006,PM,Seattle,Career Site,Phone Screen,2024-06-10,1
405,1006,Designer,Remote,Agency,Applied,2024-06-26,1
405,1006,Designer,Remote,Agency,Phone Screen,2024-06-28,0
405,1006,Designer,Remote,Agency,Hiring Manager,2024-07-10,1
405,1006,Designer,Remote,Agency,Onsite,2024-07-20,1
406,1006,Designer,Austin,LinkedIn,Applied,2024-08-28,1
407,1006,SWE I,Menlo Park,LinkedIn,Applied,2024-08-27,0
408,1006,Designer,Austin,Referral,Applied,2024-06-11,1
409,1006,Data Analyst,Menlo Park,Career Site,Applied,2024-09-07,1
409,1006,Data Analyst,Menlo Park,Career Site,Phone Screen,2024-09-10,1
409,1006,Data Analyst,Menlo Park,Career Site,Hiring Manager,2024-09-23,0
409,1006,Data Analyst,Menlo Park,Career Site,Onsite,2024-09-22,0
410,1006,Designer,Austin,Referral,Applied,2024-06-28,1
410,1006,Designer,Austin,Referral,Phone Screen,2024-07-04,0
411,1006,SWE II,Austin,Agency,Applied,2024-09-03,0
411,1006,SWE II,Austin,Agency,Phone Screen,2024-09-12,0
411,1006,SWE II,Austin,Agency,Hiring Manager,2024-09-11,1
411,1006,SWE II,Austin,Agency,Onsite,2024-09-21,0
412,1006,Data Analyst,Menlo Park,Career Site,Applied,2024-07-30,0
412,1006,Data Analyst,Menlo Park,Career Site,Phone Screen,2024-08-02,1
413,1006,PM,Remote,Career Site,Applied,2024-08-11,1
413,1006,PM,Remote,Career Site,Phone Screen,2024-08-13,1
413,1006,PM,Remote,Career Site,Hiring Manager,2024-08-25,1
413,1006,PM,Remote,Career Site,Onsite,2024-09-01,1
413,1006,PM,Remote,Career Site,Offer,2024-09-08,0
414,1006,Data Analyst,Menlo Park,Career Site,Applied,2024-06-06,1
414,1006,Data Analyst,Menlo Park,Career Site,Phone Screen,2024-06-10,0
414,1006,Data Analyst,Menlo Park,Career Site,Hiring Manager,2024-06-22,1
414,1006,Data Analyst,Menlo Park,Career Site,Onsite,2024-07-03,0
415,1006,Designer,Menlo Park,LinkedIn,Applied,2024-07-26,0
416,1006,Data Analyst,Remote,Career Site,Applied,2024-07-28,1
416,1006,Data Analyst,Remote,Career Site,Phone Screen,2024-08-05,0
417,1006,SWE I,New York,LinkedIn,Applied,2024-07-08,0
417,1006,SWE I,New York,LinkedIn,Phone Screen,2024-07-16,1
418,1006,SWE I,Remote,Agency,Applied,2024-07-27,1
419,1006,SWE I,Menlo Park,Agency,Applied,2024-07-02,0
419,1006,SWE I,Menlo Park,Agency,Phone Screen,2024-07-07,1
419,1006,SWE I,Menlo Park,Agency,Hiring Manager,2024-07-06,0
419,1006,SWE I,Menlo Park,Agency,Onsite,2024-07-11,0
420,1006,Data Analyst,Seattle,LinkedIn,Applied,2024-08-08,1
420,1006,Data Analyst,Seattle,LinkedIn,Phone Screen,2024-08-17,1
421,1006,SWE II,Remote,Career Site,Applied,2024-06-28,0
421,1006,SWE II,Remote,Career Site,Phone Screen,2024-07-04,1
421,1006,SWE II,Remote,Career Site,Hiring Manager,2024-07-04,1
421,1006,SWE II,Remote,Career Site,Onsite,2024-07-13,1
422,1006,Designer,Menlo Park,Agency,Applied,2024-06-05,0
422,1006,Designer,Menlo Park,Agency,Phone Screen,2024-06-09,0
422,1006,Designer,Menlo Park,Agency,Hiring Manager,2024-06-25,0
423,1006,SWE I,Seattle,Career Site,Applied,2024-08-29,1
423,1006,SWE I,Seattle,Career Site,Phone Screen,2024-09-07,0
423,1006,SWE I,Seattle,Career Site,Hiring Manager,2024-08-31,1
424,1006,PM,Menlo Park,Campus,Applied,2024-05-16,1
425,1006,SWE II,Seattle,Campus,Applied,2024-09-05,1
425,1006,SWE II,Seattle,Campus,Phone Screen,2024-09-06,1
425,1006,SWE II,Seattle,Campus,Hiring Manager,2024-09-15,1
425,1006,SWE II,Seattle,Campus,Onsite,2024-09-23,1
425,1006,SWE II,Seattle,Campus,Offer,2024-10-03,1
426,1006,SWE I,Menlo Park,Career Site,Applied,2024-05-31,1
427,1006,SWE I,Austin,Career Site,Applied,2024-09-10,1
427,1006,SWE I,Austin,Career Site,Phone Screen,2024-09-18,0
427,1006,SWE I,Austin,Career Site,Hiring Manager,2024-09-18,1
427,1006,SWE I,Austin,Career Site,Onsite,2024-10-01,0
427,1006,SWE I,Austin,Career Site,Offer,2024-09-18,1
428,1006,SWE I,Seattle,Agency,Applied,2024-06-11,0
428,1006,SWE I,Seattle,Agency,Phone Screen,2024-06-12,0
428,1006,SWE I,Seattle,Agency,Hiring Manager,2024-07-01,1
429,1006,Designer,Austin,Agency,Applied,2024-05-25,1
429,1006,Designer,Austin,Agency,Phone Screen,2024-06-04,0
429,1006,Designer,Austin,Agency,Hiring Manager,2024-05-29,1
429,1006,Designer,Austin,Agency,Onsite,2024-05-28,0
430,1006,PM,New York,Campus,Applied,2024-08-21,1
430,1006,PM,New York,Campus,Phone Screen,2024-08-22,0
431,1006,SWE I,Remote,Agency,Applied,2024-07-30,0
431,1006,SWE I,Remote,Agency,Phone Screen,2024-08-02,1
432,1006,SWE II,Menlo Park,Career Site,Applied,2024-05-27,1
433,1006,SWE II,Seattle,Agency,Applied,2024-08-27,0
434,1006,Designer,Menlo Park,Referral,Applied,2024-08-23,1
435,1006,SWE I,New York,Referral,Applied,2024-08-12,0
435,1006,SWE I,New York,Referral,Phone Screen,2024-08-14,0
435,1006,SWE I,New York,Referral,Hiring Manager,2024-08-30,1
435,1006,SWE I,New York,Referral,Onsite,2024-09-02,0
436,1006,PM,Remote,LinkedIn,Applied,2024-05-22,1
436,1006,PM,Remote,LinkedIn,Phone Screen,2024-05-29,0
437,1006,Data Analyst,Remote,Career Site,Applied,2024-08-20,0
437,1006,Data Analyst,Remote,Career Site,Phone Screen,2024-08-23,1
437,1006,Data Analyst,Remote,Career Site,Hiring Manager,2024-08-30,1
438,1006,SWE II,New York,Agency,Applied,2024-09-06,0
438,1006,SWE II,New York,Agency,Phone Screen,2024-09-11,1
439,1006,Data Analyst,Seattle,Agency,Applied,2024-06-15,1
440,1006,Designer,Remote,Campus,Applied,2024-07-10,1
440,1006,Designer,Remote,Campus,Phone Screen,2024-07-14,0
440,1006,Designer,Remote,Campus,Hiring Manager,2024-07-24,1
441,1006,Designer,Menlo Park,LinkedIn,Applied,2024-06-07,1
442,1006,Designer,Menlo Park,Campus,Applied,2024-06-03,0
443,1006,SWE I,Seattle,Campus,Applied,2024-07-11,0
443,1006,SWE I,Seattle,Campus,Phone Screen,2024-07-17,0
443,1006,SWE I,Seattle,Campus,Hiring Manager,2024-07-25,1
443,1006,SWE I,Seattle,Campus,Onsite,2024-08-07,1
443,1006,SWE I,Seattle,Campus,Offer,2024-08-20,1
444,1006,Data Analyst,Menlo Park,Agency,Applied,2024-06-24,1
444,1006,Data Analyst,Menlo Park,Agency,Phone Screen,2024-07-03,1
445,1006,SWE I,Remote,Referral,Applied,2024-05-17,0
445,1006,SWE I,Remote,Referral,Phone Screen,2024-05-25,1
445,1006,SWE I,Remote,Referral,Hiring Manager,2024-05-25,1
446,1006,PM,Seattle,Referral,Applied,2024-07-21,0
446,1006,PM,Seattle,Referral,Phone Screen,2024-07-30,1
446,1006,PM,Seattle,Referral,Hiring Manager,2024-08-06,0
447,1006,Designer,Remote,Campus,Applied,2024-09-11,0
447,1006,Designer,Remote,Campus,Phone Screen,2024-09-15,1
447,1006,Designer,Remote,Campus,Hiring Manager,2024-09-21,1
447,1006,Designer,Remote,Campus,Onsite,2024-09-14,0
447,1006,Designer,Remote,Campus,Offer,2024-10-17,0
448,1006,Designer,New York,Campus,Applied,2024-08-28,1
449,1006,Data Analyst,Menlo Park,LinkedIn,Applied,2024-06-13,1
449,1006,Data Analyst,Menlo Park,LinkedIn,Phone Screen,2024-06-16,0
449,1006,Data Analyst,Menlo Park,LinkedIn,Hiring Manager,2024-06-21,1
450,1006,SWE II,New York,LinkedIn,Applied,2024-08-08,0
450,1006,SWE II,New York,LinkedIn,Phone Screen,2024-08-16,0
451,1006,Designer,Menlo Park,LinkedIn,Applied,2024-06-10,0
451,1006,Designer,Menlo Park,LinkedIn,Phone Screen,2024-06-16,1
452,1006,Designer,Seattle,Career Site,Applied,2024-06-13,0
453,1006,SWE II,Seattle,Referral,Applied,2024-07-10,0
453,1006,SWE II,Seattle,Referral,Phone Screen,2024-07-14,1
453,1006,SWE II,Seattle,Referral,Hiring Manager,2024-07-24,1
454,1006,SWE II,New York,LinkedIn,Applied,2024-07-15,1
454,1006,SWE II,New York,LinkedIn,Phone Screen,2024-07-20,1
455,1006,SWE II,New York,LinkedIn,Applied,2024-07-23,1
455,1006,SWE II,New York,LinkedIn,Phone Screen,2024-07-27,0
456,1006,PM,Remote,Campus,Applied,2024-05-31,0
456,1006,PM,Remote,Campus,Phone Screen,2024-06-04,1
456,1006,PM,Remote,Campus,Hiring Manager,2024-06-06,0
457,1006,SWE II,Remote,Career Site,Applied,2024-08-25,0
458,1006,Data Analyst,Menlo Park,Agency,Applied,2024-06-01,0
458,1006,Data Analyst,Menlo Park,Agency,Phone Screen,2024-06-06,1
459,1006,PM,Menlo Park,Referral,Applied,2024-08-20,0
459,1006,PM,Menlo Park,Referral,Phone Screen,2024-08-24,0
459,1006,PM,Menlo Park,Referral,Hiring Manager,2024-09-05,0
460,1006,Designer,Menlo Park,Career Site,Applied,2024-09-10,1
461,1006,SWE II,Seattle,Agency,Applied,2024-06-17,0
461,1006,SWE II,Seattle,Agency,Phone Screen,2024-06-20,1
462,1006,SWE I,Remote,Campus,Applied,2024-07-18,0
463,1006,Data Analyst,New York,LinkedIn,Applied,2024-06-17,1
463,1006,Data Analyst,New York,LinkedIn,Phone Screen,2024-06-20,1
463,1006,Data Analyst,New York,LinkedIn,Hiring Manager,2024-06-27,0
464,1006,Designer,Menlo Park,Agency,Applied,2024-08-08,0
464,1006,Designer,Menlo Park,Agency,Phone Screen,2024-08-15,0
465,1006,SWE II,Menlo Park,Campus,Applied,2024-07-28,1
465,1006,SWE II,Menlo Park,Campus,Phone Screen,2024-07-30,0
465,1006,SWE II,Menlo Park,Campus,Hiring Manager,2024-08-11,1
465,1006,SWE II,Menlo Park,Campus,Onsite,2024-08-24,1
466,1006,Data Analyst,Seattle,Campus,Applied,2024-08-03,0
467,1006,Designer,Remote,Career Site,Applied,2024-07-28,1
467,1006,Designer,Remote,Career Site,Phone Screen,2024-07-31,1
468,1007,Data Analyst,Seattle,LinkedIn,Applied,2024-06-22,1
468,1007,Data Analyst,Seattle,LinkedIn,Phone Screen,2024-06-29,0
468,1007,Data Analyst,Seattle,LinkedIn,Hiring Manager,2024-07-06,0
468,1007,Data Analyst,Seattle,LinkedIn,Onsite,2024-07-01,1
469,1007,Designer,New York,Career Site,Applied,2024-06-22,1
470,1007,PM,Remote,Referral,Applied,2024-07-02,0
470,1007,PM,Remote,Referral,Phone Screen,2024-07-08,1
470,1007,PM,Remote,Referral,Hiring Manager,2024-07-14,1
470,1007,PM,Remote,Referral,Onsite,2024-08-01,1
471,1007,PM,Seattle,Career Site,Applied,2024-08-11,0
472,1007,SWE I,Seattle,LinkedIn,Applied,2024-07-15,1
472,1007,SWE I,Seattle,LinkedIn,Phone Screen,2024-07-16,0
473,1007,Data Analyst,Remote,LinkedIn,Applied,2024-05-30,1
473,1007,Data Analyst,Remote,LinkedIn,Phone Screen,2024-06-01,1
473,1007,Data Analyst,Remote,LinkedIn,Hiring Manager,2024-06-15,0
473,1007,Data Analyst,Remote,LinkedIn,Onsite,2024-06-02,0
473,1007,Data Analyst,Remote,LinkedIn,Offer,2024-07-01,1
474,1007,SWE I,Seattle,Referral,Applied,2024-07-01,0
474,1007,SWE I,Seattle,Referral,Phone Screen,2024-07-09,1
474,1007,SWE I,Seattle,Referral,Hiring Manager,2024-07-15,1
475,1007,Data Analyst,Seattle,Campus,Applied,2024-05-08,1
476,1007,SWE I,Remote,Career Site,Applied,2024-08-02,1
477,1007,Designer,Menlo Park,Agency,Applied,2024-05-02,1
477,1007,Designer,Menlo Park,Agency,Phone Screen,2024-05-10,1
477,1007,Designer,Menlo Park,Agency,Hiring Manager,2024-05-12,1
478,1007,Data Analyst,New York,LinkedIn,Applied,2024-04-30,0
478,1007,Data Analyst,New York,LinkedIn,Phone Screen,2024-05-07,1
478,1007,Data Analyst,New York,LinkedIn,Hiring Manager,2024-05-12,0
478,1007,Data Analyst,New York,LinkedIn,Onsite,2024-05-30,0
479,1007,SWE I,New York,Career Site,Applied,2024-06-09,0
479,1007,SWE I,New York,Career Site,Phone Screen,2024-06-13,1
479,1007,SWE I,New York,Career Site,Hiring Manager,2024-06-15,0
479,1007,SWE I,New York,Career Site,Onsite,2024-07-03,1
480,1007,PM,Austin,Referral,Applied,2024-05-15,1
480,1007,PM,Austin,Referral,Phone Screen,2024-05-24,0
480,1007,PM,Austin,Referral,Hiring Manager,2024-05-27,1
481,1007,SWE I,Remote,Referral,Applied,2024-06-05,1
481,1007,SWE I,Remote,Referral,Phone Screen,2024-06-15,1
481,1007,SWE I,Remote,Referral,Hiring Manager,2024-06-25,1
482,1007,Data Analyst,Seattle,Career Site,Applied,2024-07-09,1
483,1007,Data Analyst,Seattle,Referral,Applied,2024-06-10,0
484,1007,SWE II,Seattle,Agency,Applied,2024-04-22,1
485,1007,PM,Menlo Park,Campus,Applied,2024-06-24,1
486,1007,Designer,Remote,Campus,Applied,2024-06-17,0
487,1007,SWE II,Austin,LinkedIn,Applied,2024-05-14,0
488,1007,SWE I,Remote,LinkedIn,Applied,2024-06-09,1
489,1007,PM,Seattle,Campus,Applied,2024-04-19,1
490,1007,Data Analyst,New York,Agency,Applied,2024-06-05,1
491,1007,PM,Austin,Career Site,Applied,2024-05-19,1
491,1007,PM,Austin,Career Site,Phone Screen,2024-05-23,1
492,1007,SWE II,New York,Agency,Applied,2024-04-27,1
492,1007,SWE II,New York,Agency,Phone Screen,2024-04-30,0
493,1007,Data Analyst,Remote,Career Site,Applied,2024-05-21,0
494,1007,SWE II,Remote,Campus,Applied,2024-07-18,0
495,1007,PM,Remote,Campus,Applied,2024-04-20,1
495,1007,PM,Remote,Campus,Phone Screen,2024-04-26,0
495,1007,PM,Remote,Campus,Hiring Manager,2024-05-06,0
495,1007,PM,Remote,Campus,Onsite,2024-05-08,1
495,1007,PM,Remote,Campus,Offer,2024-05-30,0
495,1007,PM,Remote,Campus,Hired,2024-05-15,1
496,1007,SWE II,Remote,Agency,Applied,2024-06-19,0
496,1007,SWE II,Remote,Agency,Phone Screen,2024-06-26,0
496,1007,SWE II,Remote,Agency,Hiring Manager,2024-06-29,1
496,1007,SWE II,Remote,Agency,Onsite,2024-06-25,0
496,1007,SWE II,Remote,Agency,Offer,2024-07-05,0
497,1007,PM,Austin,Campus,Applied,2024-05-08,0
497,1007,PM,Austin,Campus,Phone Screen,2024-05-18,0
498,1007,Designer,Remote,Agency,Applied,2024-07-29,1
498,1007,Designer,Remote,Agency,Phone Screen,2024-08-04,0
498,1007,Designer,Remote,Agency,Hiring Manager,2024-08-18,1
499,1007,Data Analyst,New York,Career Site,Applied,2024-05-29,1
500,1007,PM,New York,LinkedIn,Applied,2024-05-20,0
500,1007,PM,New York,LinkedIn,Phone Screen,2024-05-29,0
501,1007,PM,Menlo Park,Agency,Applied,2024-05-23,0
501,1007,PM,Menlo Park,Agency,Phone Screen,2024-06-01,1
502,1007,SWE II,Remote,Campus,Applied,2024-04-21,0
503,1007,Designer,Menlo Park,Campus,Applied,2024-05-17,1
504,1007,Data Analyst,Seattle,Agency,Applied,2024-08-05,0
505,1007,SWE II,Austin,Agency,Applied,2024-05-02,0
505,1007,SWE II,Austin,Agency,Phone Screen,2024-05-08,1
505,1007,SWE II,Austin,Agency,Hiring Manager,2024-05-20,1
505,1007,SWE II,Austin,Agency,Onsite,2024-05-29,1
506,1007,Data Analyst,Remote,Agency,Applied,2024-05-22,0
507,1007,SWE I,Austin,Agency,Applied,2024-05-11,1
507,1007,SWE I,Austin,Agency,Phone Screen,2024-05-19,1
507,1007,SWE I,Austin,Agency,Hiring Manager,2024-05-17,1
508,1007,SWE II,Seattle,Agency,Applied,2024-05-31,0
509,1007,Designer,Austin,Referral,Applied,2024-08-06,0
510,1007,SWE I,Austin,Referral,Applied,2024-08-04,0
510,1007,SWE I,Austin,Referral,Phone Screen,2024-08-11,1
511,1007,Designer,Seattle,Referral,Applied,2024-05-10,0
511,1007,Designer,Seattle,Referral,Phone Screen,2024-05-15,1
511,1007,Designer,Seattle,Referral,Hiring Manager,2024-05-16,1
511,1007,Designer,Seattle,Referral,Onsite,2024-05-22,0
512,1007,PM,Remote,LinkedIn,Applied,2024-07-29,0
512,1007,PM,Remote,LinkedIn,Phone Screen,2024-08-04,1
513,1007,Data Analyst,Seattle,Agency,Applied,2024-06-11,0
513,1007,Data Analyst,Seattle,Agency,Phone Screen,2024-06-20,0
513,1007,Data Analyst,Seattle,Agency,Hiring Manager,2024-07-01,1
513,1007,Data Analyst,Seattle,Agency,Onsite,2024-07-08,1
514,1007,Data Analyst,New York,Agency,Applied,2024-06-28,0
514,1007,Data Analyst,New York,Agency,Phone Screen,2024-07-07,1
515,1007,SWE II,Austin,Agency,Applied,2024-07-16,1
515,1007,SWE II,Austin,Agency,Phone Screen,2024-07-22,1
516,1007,SWE I,Remote,Career Site,Applied,2024-05-06,1
517,1007,PM,Remote,Referral,Applied,2024-05-27,0
517,1007,PM,Remote,Referral,Phone Screen,2024-06-06,1
518,1007,SWE I,Remote,LinkedIn,Applied,2024-08-10,0
518,1007,SWE I,Remote,LinkedIn,Phone Screen,2024-08-13,0
519,1007,PM,New York,Career Site,Applied,2024-08-08,1
519,1007,PM,New York,Career Site,Phone Screen,2024-08-15,1
519,1007,PM,New York,Career Site,Hiring Manager,2024-08-24,0
520,1007,Data Analyst,New York,LinkedIn,Applied,2024-05-09,1
520,1007,Data Analyst,New York,LinkedIn,Phone Screen,2024-05-14,1
521,1007,PM,Seattle,Career Site,Applied,2024-06-07,0
522,1007,PM,Menlo Park,Referral,Applied,2024-05-06,0
522,1007,PM,Menlo Park,Referral,Phone Screen,2024-05-08,0
522,1007,PM,Menlo Park,Referral,Hiring Manager,2024-05-24,1
523,1007,Designer,Menlo Park,Agency,Applied,2024-04-28,0
523,1007,Designer,Menlo Park,Agency,Phone Screen,2024-05-08,1
523,1007,Designer,Menlo Park,Agency,Hiring Manager,2024-05-04,1
523,1007,Designer,Menlo Park,Agency,Onsite,2024-05-16,1
524,1007,Designer,Seattle,Agency,Applied,2024-07-12,1
524,1007,Designer,Seattle,Agency,Phone Screen,2024-07-19,1
525,1007,PM,Seattle,Campus,Applied,2024-06-16,0
525,1007,PM,Seattle,Campus,Phone Screen,2024-06-25,1
525,1007,PM,Seattle,Campus,Hiring Manager,2024-07-06,1
525,1007,PM,Seattle,Campus,Onsite,2024-06-28,0
526,1007,Designer,Menlo Park,Agency,Applied,2024-06-28,1
526,1007,Designer,Menlo Park,Agency,Phone Screen,2024-07-02,0
526,1007,Designer,Menlo Park,Agency,Hiring Manager,2024-06-30,1
527,1007,PM,Austin,Referral,Applied,2024-06-11,1
527,1007,PM,Austin,Referral,Phone Screen,2024-06-18,1
528,1007,SWE I,Austin,Campus,Applied,2024-05-28,1
528,1007,SWE I,Austin,Campus,Phone Screen,2024-05-29,0
529,1007,Designer,New York,Career Site,Applied,2024-05-25,0
530,1007,PM,Austin,Career Site,Applied,2024-05-02,1
530,1007,PM,Austin,Career Site,Phone Screen,2024-05-08,1
531,1007,SWE II,Seattle,Agency,Applied,2024-08-14,0
531,1007,SWE II,Seattle,Agency,Phone Screen,2024-08-24,0
531,1007,SWE II,Seattle,Agency,Hiring Manager,2024-09-01,1
532,1007,SWE II,Austin,LinkedIn,Applied,2024-08-01,0
532,1007,SWE II,Austin,LinkedIn,Phone Screen,2024-08-02,0
532,1007,SWE II,Austin,LinkedIn,Hiring Manager,2024-08-13,1
532,1007,SWE II,Austin,LinkedIn,Onsite,2024-08-04,0
533,1007,PM,Austin,Career Site,Applied,2024-06-19,0
534,1007,Designer,Menlo Park,LinkedIn,Applied,2024-06-29,0
534,1007,Designer,Menlo Park,LinkedIn,Phone Screen,2024-07-04,0
535,1007,Designer,Menlo Park,Career Site,Applied,2024-06-13,0
535,1007,Designer,Menlo Park,Career Site,Phone Screen,2024-06-19,1
536,1007,Designer,New York,Agency,Applied,2024-04-22,0
537,1007,Data Analyst,Remote,Campus,Applied,2024-04-27,1
538,1007,Data Analyst,Seattle,Referral,Applied,2024-06-21,1
539,1007,SWE I,New York,Career Site,Applied,2024-07-05,1
540,1007,SWE I,Seattle,Referral,Applied,2024-06-12,0
540,1007,SWE I,Seattle,Referral,Phone Screen,2024-06-21,1
541,1007,Designer,Menlo Park,LinkedIn,Applied,2024-05-23,1
541,1007,Designer,Menlo Park,LinkedIn,Phone Screen,2024-06-02,1
542,1007,SWE I,Menlo Park,Agency,Applied,2024-07-18,1
542,1007,SWE I,Menlo Park,Agency,Phone Screen,2024-07-20,0
542,1007,SWE I,Menlo Park,Agency,Hiring Manager,2024-07-22,1
542,1007,SWE I,Menlo Park,Agency,Onsite,2024-07-21,0
543,1007,SWE II,Seattle,Career Site,Applied,2024-07-18,1
543,1007,SWE II,Seattle,Career Site,Phone Screen,2024-07-20,1
543,1007,SWE II,Seattle,Career Site,Hiring Manager,2024-08-07,0
544,1007,Designer,Austin,LinkedIn,Applied,2024-05-16,0
544,1007,Designer,Austin,LinkedIn,Phone Screen,2024-05-18,1
545,1007,SWE I,Remote,Campus,Applied,2024-07-12,1
545,1007,SWE I,Remote,Campus,Phone Screen,2024-07-14,1
546,1007,Designer,Remote,Career Site,Applied,2024-06-07,1
547,1007,PM,Seattle,LinkedIn,Applied,2024-06-29,1
547,1007,PM,Seattle,LinkedIn,Phone Screen,2024-07-03,1
547,1007,PM,Seattle,LinkedIn,Hiring Manager,2024-07-03,0
547,1007,PM,Seattle,LinkedIn,Onsite,2024-07-17,0
548,1007,Data Analyst,Seattle,Referral,Applied,2024-05-30,0
549,1007,PM,New York,Referral,Applied,2024-07-14,0
550,1007,Data Analyst,Seattle,Referral,Applied,2024-05-09,0
551,1007,Data Analyst,Menlo Park,Referral,Applied,2024-05-19,0
551,1007,Data Analyst,Menlo Park,Referral,Phone Screen,2024-05-22,0
551,1007,Data Analyst,Menlo Park,Referral,Hiring Manager,2024-06-08,1
551,1007,Data Analyst,Menlo Park,Referral,Onsite,2024-05-28,0
552,1007,SWE I,Austin,Agency,Applied,2024-08-09,0
553,1007,Designer,Menlo Park,Campus,Applied,2024-06-25,1
554,1007,PM,Remote,LinkedIn,Applied,2024-07-20,1
554,1007,PM,Remote,LinkedIn,Phone Screen,2024-07-25,1
554,1007,PM,Remote,LinkedIn,Hiring Manager,2024-07-28,1
554,1007,PM,Remote,LinkedIn,Onsite,2024-07-26,1
555,1007,PM,New York,Referral,Applied,2024-06-06,0
555,1007,PM,New York,Referral,Phone Screen,2024-06-09,1
556,1007,SWE I,Seattle,Campus,Applied,2024-07-22,1
557,1007,Designer,Menlo Park,LinkedIn,Applied,2024-05-22,0
557,1007,Designer,Menlo Park,LinkedIn,Phone Screen,2024-05-25,0
557,1007,Designer,Menlo Park,LinkedIn,Hiring Manager,2024-05-28,1
558,1007,SWE I,Seattle,Agency,Applied,2024-05-26,0
559,1007,PM,Menlo Park,Campus,Applied,2024-06-20,1
560,1007,SWE I,Seattle,Campus,Applied,2024-05-05,0
560,1007,SWE I,Seattle,Campus,Phone Screen,2024-05-07,0
561,1007,SWE II,Menlo Park,Referral,Applied,2024-07-12,0
561,1007,SWE II,Menlo Park,Referral,Phone Screen,2024-07-18,0
